LocationID,City,ZipCode,Lattitude,Longitude
550,Novato,94947,38.112167,-122.634384
551,Agoura Hills,91301,34.12906,-118.75979
552,Oakland,94621,37.750553,-122.197174
553,Pleasant Grove,95668,38.833553,-121.4981
554,Thousand Palms,92276,33.849262,-116.382774
555,Bodfish,93205,35.52399,-118.40043
556,Monrovia,91016,34.1528,-118.00048
557,Castaic,91384,34.506626,-118.69905
558,Fiddletown,95629,38.513485,-120.70461
559,Squaw Valley,93675,36.71914,-119.202675
560,Santa Ynez,93460,34.630356,-120.03256
561,Forbestown,95941,39.53103,-121.24807
562,Wilseyville,95257,38.392685,-120.415955
563,Corona,92883,33.762352,-117.48872
564,Junction City,96048,40.913193,-123.06597
565,Escondido,92029,33.079834,-117.13428
566,Los Angeles,90029,34.089954,-118.29482
567,San Diego,92121,32.898613,-117.202934
568,Port Hueneme,93041,34.110123,-119.100975
569,Garden Grove,92841,33.78674,-117.98257
570,Clements,95227,38.227283,-121.02789
571,Lawndale,90260,33.88856,-118.351814
572,Santee,92071,32.847336,-116.997604
573,Acampo,95220,38.20023,-121.23503
574,South El Monte,91733,34.04622,-118.05376
575,San Diego,92101,32.72523,-117.17135
576,Nicolaus,95659,38.7889,-121.60863
577,Plymouth,95669,38.489273,-120.89162
578,Burbank,91504,34.21305,-118.31765
579,Sierra City,96125,39.600597,-120.63636
580,Fresno,93703,36.768772,-119.762634
581,Parker Dam,92267,34.273872,-114.1929
582,Zenia,95595,40.170357,-123.4173
583,Fresno,93711,36.833,-119.82947
584,Guatay,91931,32.857944,-116.56192
585,Cobb,95426,38.83809,-122.73203
586,Hayward,94544,37.639214,-122.03755
587,San Jose,95123,37.238758,-121.82838
588,Glendale,91208,34.195385,-118.23851
589,San Gregorio,94074,37.33176,-122.341446
590,Colfax,95713,39.084644,-120.89401
591,Los Angeles,90028,34.09987,-118.32684
592,Whittier,90604,33.929703,-118.01208
593,Sacramento,95831,38.49483,-121.52945
594,Los Angeles,90024,34.066303,-118.43548
595,Hayward,94541,37.674004,-122.0768
596,Mendocino,95460,39.305546,-123.7437
597,San Francisco,94127,37.736534,-122.45732
598,Los Angeles,90021,34.02904,-118.2395
599,Rosemead,91770,34.06511,-118.082794
600,Rancho Cucamonga,91730,34.10097,-117.57882
601,El Dorado,95623,38.63153,-120.842606
602,Angelus Oaks,92305,34.1678,-116.86433
603,Portola,96122,39.786755,-120.445625
604,Westwood,96137,40.271534,-121.01809
605,San Diego,92116,32.7653,-117.12257
606,Concord,94520,38.013824,-122.03915
607,Shaver Lake,93664,37.223,-119.00102
608,Bridgeport,93517,38.18458,-119.28656
609,Lee Vining,93541,37.890144,-119.18409
610,Fawnskin,92333,34.274845,-116.937584
611,Boonville,95415,39.025867,-123.381546
612,La Palma,90623,33.850506,-118.039894
613,Magalia,95954,39.933853,-121.58437
614,French Gulch,96033,40.74014,-122.58748
615,Corona,92881,33.833687,-117.51306
616,Woodbridge,95258,38.169605,-121.31097
617,San Pedro,90732,33.744118,-118.31448
618,Pioneertown,92268,34.201107,-116.59345
619,Spring Valley,91977,32.726627,-116.994606
620,Mission Viejo,92692,33.60693,-117.64426
621,Berkeley,94709,37.878555,-122.26609
622,Twain Harte,95383,38.10744,-120.23062
623,Berkeley,94702,37.86601,-122.286224
624,Richgrove,93261,35.80992,-119.12743
625,Klamath River,96050,41.816593,-122.94829
626,Oakley,94561,37.999405,-121.68624
627,Grimes,95950,39.03306,-121.89572
628,Winnetka,91306,34.209534,-118.57756
629,San Jacinto,92582,33.80671,-117.02007
630,Porter Ranch,91326,34.28191,-118.55622
631,Los Angeles,90056,33.987946,-118.370445
632,Ocotillo,92259,32.698963,-115.88666
633,Los Angeles,90032,34.07882,-118.177574
634,San Lorenzo,94580,37.67625,-122.132416
635,Sunset Beach,90742,33.71922,-118.07359
636,Hood,95639,38.375324,-121.507935
637,Byron,94514,37.83323,-121.60146
638,Moreno Valley,92551,33.88274,-117.22488
639,Coachella,92236,33.68003,-116.17168
640,Vallecito,95251,38.05556,-120.4563
641,Farmersville,93223,36.29878,-119.20103
642,San Diego,92107,32.74185,-117.243454
643,Chico,95926,39.745712,-121.84333
644,Boulder Creek,95006,37.171726,-122.14296
645,Oregon House,95962,39.342587,-121.24983
646,Santa Ana,92707,33.71483,-117.87294
647,Glendale,91201,34.17051,-118.28946
648,Fall River Mills,96028,41.01728,-121.46895
649,South Pasadena,91030,34.110443,-118.15696
650,Fresno,93704,36.79965,-119.80125
651,Shoshone,92384,35.92425,-116.18867
652,Santa Monica,90402,34.03585,-118.50351
653,Brookdale,95007,37.106903,-122.100006
654,Desert Hot Springs,92240,33.94856,-116.516975
655,Los Angeles,90010,34.062126,-118.31571
656,Cathedral City,92234,33.829582,-116.47413
657,Torrance,90501,33.8337,-118.314384
658,Palermo,95968,39.435757,-121.55207
659,Santa Clara,95050,37.351215,-121.952415
660,Amador City,95601,38.431408,-120.8421
661,Lindsay,93247,36.205463,-119.08581
662,Happy Camp,96039,41.8319,-123.48748
663,Lockwood,93932,35.98979,-121.05593
664,Capistrano Beach,92624,33.458755,-117.66511
665,Big Creek,93605,37.17277,-119.2997
666,Friant,93626,37.027664,-119.69056
667,Lakehead,96051,40.883854,-122.41826
668,Rodeo,94572,38.027218,-122.23463
669,Redwood City,94061,37.46125,-122.23541
670,Grizzly Flats,95636,38.6361,-120.52215
671,Perris,92570,33.787296,-117.32068
672,Brisbane,94005,37.684692,-122.40712
673,San Joaquin,93660,36.600193,-120.1534
674,San Diego,92111,32.80552,-117.16905
675,Los Angeles,90077,34.102085,-118.45163
676,Imperial,92251,32.858597,-115.66271
677,San Miguel,93451,35.88677,-120.60866
678,Avila Beach,93424,35.186646,-120.7283
679,Hemet,92544,33.644585,-116.871544
680,Palos Verdes Peninsula,90274,33.788208,-118.40495
681,Wendel,96136,40.345947,-120.081184
682,Fremont,94536,37.572273,-121.964584
683,Los Angeles,90007,34.027336,-118.28515
684,Somes Bar,95568,41.444607,-123.47189
685,Redding,96002,40.527836,-122.31875
686,Greenbrae,94904,37.946617,-122.56357
687,Los Angeles,90017,34.05284,-118.264496
688,Windsor,95492,38.527298,-122.81004
689,San Diego,92127,33.017517,-117.118454
690,Ontario,91761,34.035603,-117.59153
691,Seal Beach,90740,33.75462,-118.07113
692,Janesville,96114,40.294033,-120.51262
693,Lemon Grove,91945,32.733562,-117.033714
694,North Hollywood,91601,34.1692,-118.3725
695,Jenner,95450,38.505997,-123.18702
696,Montara,94037,37.54058,-122.5096
697,Los Angeles,90067,34.057495,-118.413956
698,San Diego,92130,32.957195,-117.202545
699,La Grange,95329,37.666588,-120.411514
700,San Diego,92106,32.71346,-117.23638
701,Alamo,94507,37.855717,-121.99481
702,Madera,93638,37.004066,-119.93002
703,Stonyford,95979,39.288128,-122.41584
704,Phillipsville,95559,40.184093,-123.74548
705,Forest Knolls,94933,38.010094,-122.689445
706,Rancho Cucamonga,91737,34.24529,-117.6425
707,Yorkville,95494,38.88835,-123.23965
708,Volcano,95689,38.481903,-120.60367
709,Montrose,91020,34.2112,-118.23062
710,West Sacramento,95691,38.627953,-121.593285
711,Ladera Ranch,92694,33.569187,-117.64005
712,Rio Dell,95562,40.485847,-124.16323
713,Redlands,92374,34.06407,-117.16616
714,Somis,93066,34.297626,-119.014626
715,National City,91950,32.67102,-117.09524
716,Mc Farland,93250,35.666885,-119.186714
717,Santa Clara,95054,37.393555,-121.96511
718,Old Station,96071,40.65629,-121.42896
719,Pinon Hills,92372,34.459324,-117.62973
720,Hinkley,92347,34.983807,-117.2393
721,Fellows,93224,35.215733,-119.57013
722,Prather,93651,37.007236,-119.50566
723,Emeryville,94608,37.83726,-122.28765
724,Pearblossom,93553,34.44524,-117.89487
725,Carson,90746,33.859173,-118.25227
726,Sequoia National Park,93262,36.527245,-118.59494
727,Los Angeles,90044,33.952713,-118.29206
728,Pacoima,91331,34.255444,-118.42131
729,Kings Beach,96143,39.246655,-120.029274
730,Canby,96015,41.486954,-120.91398
731,Lake Forest,92630,33.644848,-117.68426
732,Riverside,92507,33.97633,-117.319786
733,Corona,92880,33.91804,-117.617805
734,Canyon Country,91351,34.42252,-118.420715
735,Aliso Viejo,92656,33.57126,-117.73192
736,San Diego,92115,32.762505,-117.07245
737,Cottonwood,96022,40.33639,-122.44853
738,Mad River,95552,40.3903,-123.41233
739,Castro Valley,94546,37.70833,-122.08347
740,Firebaugh,93622,36.785618,-120.62538
741,South Gate,90280,33.944626,-118.19261
742,Washington,95986,39.34128,-120.786865
743,Beverly Hills,90211,34.063946,-118.383
744,Redcrest,95569,40.363445,-123.83504
745,Standish,96128,40.346634,-120.38642
746,Modesto,95351,37.621456,-121.0123
747,San Ramon,94583,37.766556,-121.97678
748,Santa Monica,90401,34.01548,-118.49323
749,San Bernardino,92401,34.105934,-117.2914
750,Long Beach,90810,33.819813,-118.22242
751,Downey,90242,33.921795,-118.14059
752,San Diego,92154,32.578102,-117.01298
753,Riverside,92504,33.9108,-117.398155
754,Fullerton,92831,33.879982,-117.895485
755,Mount Shasta,96067,41.33832,-122.29076
756,Weldon,93283,35.55647,-118.24491
757,Rancho Santa Margarita,92688,33.624653,-117.61173
758,Alhambra,91801,34.090923,-118.12817
759,Oakdale,95361,37.785034,-120.77614
760,Culver City,90232,34.01932,-118.3919
761,Elk Grove,95624,38.43414,-121.30587
762,Irvine,92604,33.688545,-117.78809
763,Olympic Valley,96146,39.191795,-120.2124
764,Edwards,93523,34.966778,-117.96118
765,Deer Park,94576,38.554382,-122.47477
766,Lakeshore,93634,37.290607,-119.21633
767,Sacramento,95832,38.44594,-121.49686
768,Anaheim,92808,33.850452,-117.72667
769,Shasta,96087,40.617615,-122.51286
770,Sacramento,95816,38.574856,-121.46504
771,San Jose,95119,37.233227,-121.78809
772,Stockton,95212,38.049458,-121.21653
773,Walnut Creek,94598,37.91665,-122.008484
774,Fish Camp,93623,37.483536,-119.67941
775,Gerber,96035,40.03194,-122.176025
776,Los Angeles,90035,34.051807,-118.38384
777,Culver City,90230,33.99399,-118.39704
778,Coronado,92118,32.68674,-117.186615
779,Susanville,96130,40.559177,-120.612114
780,Del Mar,92014,32.94826,-117.25609
781,Oakland,94612,37.809013,-122.26974
782,Cantua Creek,93608,36.488056,-120.40769
783,Bethel Island,94511,38.050556,-121.64693
784,San Jose,95122,37.32886,-121.834564
785,Heber,92249,32.730583,-115.50108
786,San Jose,95130,37.27759,-121.98648
787,Victorville,92392,34.486835,-117.362274
788,San Diego,92110,32.76501,-117.19938
789,Niland,92257,33.345825,-115.59657
790,El Sobrante,94803,37.963997,-122.2883
791,Lynwood,90262,33.923573,-118.20067
792,Mentone,92359,34.103577,-117.04054
793,Freedom,95019,36.93623,-121.78556
794,San Ardo,93450,35.99601,-120.85305
795,San Diego,92124,32.827236,-117.08929
796,Arcadia,91007,34.128284,-118.04773
797,Ivanhoe,93235,36.38582,-119.22424
798,Nice,95464,39.12334,-122.838196
799,Citrus Heights,95621,38.69549,-121.30786
800,Los Angeles,90038,34.088017,-118.32717
801,Riverside,92501,33.994675,-117.3725
802,Los Angeles,90037,34.002644,-118.2876
803,Oakland,94611,37.828415,-122.216
804,Bakersfield,93305,35.39173,-118.98411
805,Studio City,91604,34.139084,-118.39275
806,Terra Bella,93270,35.939068,-119.04366
807,Orange Cove,93646,36.6335,-119.2989
808,Wheatland,95692,39.04339,-121.409836
809,Waterford,95386,37.669518,-120.62696
810,West Covina,91791,34.061634,-117.893166
811,Cedar Glen,92321,34.255203,-117.17565
812,Weed,96094,41.465122,-122.38094
813,Descanso,91916,32.912663,-116.63538
814,Fresno,93705,36.78724,-119.82781
815,Cupertino,95014,37.30661,-122.08062
816,Tecate,91980,32.58756,-116.63682
817,Santa Barbara,93111,34.460197,-119.802605
818,Chula Vista,91913,32.64164,-116.98502
819,Modesto,95354,37.63903,-120.964775
820,Palo Cedro,96073,40.582397,-122.19551
821,San Mateo,94401,37.59042,-122.306465
822,Baldwin Park,91706,34.098274,-117.9674
823,Meadow Vista,95722,39.003357,-121.02254
824,Soledad,93960,36.414215,-121.360596
825,Bakersfield,93301,35.383938,-119.02043
826,Hickman,95323,37.605927,-120.69955
827,Tehachapi,93561,35.073776,-118.652115
828,Sacramento,95821,38.625095,-121.38366
829,Santa Barbara,93101,34.419205,-119.71001
830,Long Beach,90804,33.783047,-118.1486
831,Pasadena,91104,34.165382,-118.12375
832,Auburn,95602,38.99003,-121.11441
833,Forestville,95436,38.499302,-122.92444
834,Richvale,95974,39.49577,-121.747475
835,Georgetown,95634,38.9386,-120.785515
836,Riverbank,95367,37.73497,-120.95427
837,Avery,95224,38.208336,-120.339935
838,Sacramento,95823,38.475464,-121.44363
839,Biggs,95917,39.45739,-121.8182
840,Nicasio,94946,38.065357,-122.665565
841,Torrance,90505,33.80788,-118.34795
842,Camp Nelson,93208,36.057457,-118.59195
843,Tahoe Vista,96148,39.24124,-120.05476
844,Brentwood,94513,37.90824,-121.68247
845,Acton,93510,34.501453,-118.20786
846,Manton,96059,40.426678,-121.85042
847,Stockton,95205,37.965694,-121.26005
848,Wallace,95254,38.192608,-120.95784
849,Temecula,92591,33.540604,-117.10909
850,Cazadero,95421,38.578808,-123.19338
851,Carlotta,95528,40.497284,-123.93037
852,Twin Bridges,95735,38.80548,-120.13287
853,Mira Loma,91752,33.999992,-117.53539
854,San Diego,92139,32.677715,-117.04767
855,La Quinta,92253,33.695534,-116.31057
856,Salinas,93907,36.77462,-121.66471
857,Creston,93432,35.480896,-120.469475
858,Turlock,95382,37.529655,-120.854355
859,Riverside,92506,33.93093,-117.361786
860,Los Angeles,90043,33.988544,-118.33408
861,Cotati,94931,38.326214,-122.71874
862,Fresno,93728,36.757343,-119.818275
863,Artesia,90701,33.86759,-118.080635
864,Los Angeles,90046,34.108456,-118.36208
865,Santa Barbara,93103,34.43858,-119.68537
866,Banning,92220,33.9363,-116.84958
867,Sanger,93657,36.81963,-119.440414
868,Los Gatos,95032,37.233032,-121.947426
869,Penryn,95663,38.859093,-121.18287
870,Glenn,95943,39.597977,-122.03225
871,Ontario,91762,34.057255,-117.66768
872,Newport Beach,92662,33.606335,-117.89304
873,Eureka,95501,40.79662,-124.15428
874,Oakhurst,93644,37.648647,-119.231445
875,Westport,95488,39.724434,-123.76758
876,Pasadena,91105,34.13946,-118.16665
877,Castroville,95012,36.78448,-121.759056
878,Ventura,93001,34.36026,-119.30638
879,Glendale,91202,34.167927,-118.26754
880,Bakersfield,93307,35.280113,-118.962326
881,Richmond,94804,37.921036,-122.3418
882,Dana Point,92629,33.477924,-117.705315
883,Gridley,95948,39.346897,-121.75954
884,San Jose,95139,37.218704,-121.76243
885,San Jose,95110,37.34667,-121.91002
886,Corcoran,93212,36.04533,-119.532425
887,Dorris,96023,41.949215,-122.050064
888,Vacaville,95687,38.333134,-121.92015
889,San Jose,95113,37.33385,-121.89114
890,Orange,92868,33.787796,-117.87593
891,Shandon,93461,35.634487,-120.29353
892,Loma Linda,92354,34.049316,-117.255974
893,Somerset,95684,38.606705,-120.58666
894,San Bernardino,92410,34.106922,-117.297554
895,San Bernardino,92408,34.084908,-117.25811
896,Upper Lake,95485,39.220367,-122.90769
897,Pasadena,91106,34.1394,-118.128654
898,Hayward,94545,37.62984,-122.12084
899,Pomona,91766,34.042286,-117.7561
900,Bradley,93426,35.842888,-121.00486
901,Sunnyvale,94087,37.3511,-122.03731
902,Santa Cruz,95064,37.00788,-122.06597
903,Cayucos,93430,35.511833,-120.91872
904,Pacific Palisades,90272,34.07945,-118.54831
905,Sacramento,95833,38.61905,-121.517555
906,Redlands,92373,34.003242,-117.13828
907,Valley Ford,94972,38.339996,-122.93506
908,Sacramento,95817,38.55072,-121.45731
909,Cerritos,90703,33.8681,-118.067406
910,Piercy,95587,39.955585,-123.681175
911,Johannesburg,93528,35.36334,-117.63764
912,Lancaster,93535,34.712708,-117.889656
913,San Jacinto,92583,33.79657,-116.92472
914,Lathrop,95330,37.80821,-121.3084
915,Point Arena,95468,38.9113,-123.60959
916,Pebble Beach,93953,36.587498,-121.94482
917,Gasquet,95543,41.86791,-123.79414
918,Keene,93531,35.21498,-118.59049
919,Belvedere Tiburon,94920,37.885628,-122.46858
920,Oroville,95965,39.62456,-121.552864
921,Potrero,91963,32.619465,-116.593605
922,Carmel,93923,36.46061,-121.85251
923,Placerville,95667,38.733715,-120.79521
924,Manchester,95459,38.966713,-123.58641
925,Smith River,95567,41.950684,-124.09709
926,Pioneer,95666,38.547,-120.27111
927,Monterey Park,91754,34.050323,-118.14703
928,Boulevard,91905,32.677097,-116.30499
929,El Segundo,90245,33.917145,-118.40155
930,Lakewood,90712,33.840523,-118.1484
931,Julian,92036,32.98068,-116.262856
932,Kyburz,95720,38.766037,-120.20967
933,Upland,91786,34.10549,-117.660934
934,Miramonte,93641,36.69676,-119.02405
935,The Sea Ranch,95497,38.69666,-123.43686
936,El Centro,92243,32.770393,-115.60915
937,Templeton,93465,35.536114,-120.73923
938,Burbank,91506,34.169704,-118.32355
939,Arnold,95223,38.32153,-120.23636
940,Greenwood,95635,38.921333,-120.89772
941,Los Angeles,90018,34.028736,-118.31724
942,San Marcos,92069,33.162624,-117.17086
943,Menlo Park,94025,37.44955,-122.18376
944,Stockton,95210,38.03322,-121.29743
945,Corona,92879,33.89382,-117.53145
946,Delhi,95315,37.422962,-120.765495
947,Igo,96047,40.524536,-122.64717
948,Modesto,95355,37.672905,-120.946594
949,Mariposa,95338,37.52679,-119.99437
950,Weott,95571,40.31012,-123.90945
951,San Gabriel,91775,34.114773,-118.08943
952,Exeter,93221,36.30169,-119.018234
953,Burbank,91501,34.18834,-118.30094
954,Cloverdale,95425,38.801937,-122.938934
955,Venice,90291,33.991783,-118.47923
956,Aptos,95003,37.01347,-121.87788
957,Northridge,91325,34.236683,-118.517586
958,Campo Seco,95226,38.23388,-120.861664
959,Menifee,92584,33.65334,-117.17827
960,Stevinson,95374,37.316807,-120.85575
961,Malibu,90263,34.037037,-118.7058
962,Westminster,92683,33.75259,-117.99366
963,Vallejo,94592,38.0937,-122.27659
964,Likely,96116,41.266006,-120.49073
965,Big Bend,96011,41.09657,-121.87908
966,Westmorland,92281,33.03679,-115.60503
967,West Covina,91790,34.066963,-117.937004
968,Los Angeles,90012,34.065876,-118.23873
969,Whittier,90606,33.976677,-118.06587
970,Diamond Springs,95619,38.683605,-120.81185
971,Los Angeles,90057,34.061916,-118.27794
972,Pasadena,91107,34.159008,-118.08736
973,Long Beach,90815,33.797638,-118.11662
974,Albion,95410,39.225693,-123.717354
975,Newport Coast,92657,33.603283,-117.82184
976,Santa Ysabel,92070,33.174725,-116.74333
977,Goleta,93117,34.489983,-120.09125
978,Burbank,91502,34.177265,-118.31003
979,San Pablo,94806,37.98027,-122.342636
980,Walnut,91789,34.018353,-117.85492
981,Isleton,95641,38.154823,-121.60136
982,Compton,90221,33.88581,-118.20646
983,Yuba City,95991,39.02741,-121.61498
984,Port Costa,94569,38.035706,-122.19682
985,Marysville,95901,39.19514,-121.50388
986,Healdsburg,95448,38.618347,-122.908424
987,Strawberry Valley,95981,39.58458,-121.093254
988,Navarro,95463,39.182915,-123.552574
989,Ramona,92065,33.04454,-116.83392
990,Los Angeles,90025,34.046173,-118.446335
991,Cabazon,92230,33.929813,-116.76058
992,Rio Vista,94571,38.14886,-121.73769
993,Danville,94526,37.81546,-121.9772
994,Sacramento,95834,38.64621,-121.52446
995,San Francisco,94116,37.74441,-122.48676
996,Millbrae,94030,37.60125,-122.4031
997,Pomona,91767,34.083084,-117.738
998,Needles,92363,34.711224,-114.702255
999,Carson,90745,33.822296,-118.26411
1000,Camino,95709,38.748318,-120.675514
1001,Chatsworth,91311,34.294144,-118.60388
1002,San Mateo,94402,37.556633,-122.317726
1003,Norwalk,90650,33.905964,-118.08263
1004,Weaverville,96093,40.7594,-122.93934
1005,Davis,95618,38.544003,-121.68556
1006,Anaheim,92801,33.844982,-117.95215
1007,San Leandro,94579,37.687263,-122.15728
1008,Walnut Creek,94596,37.90066,-122.05278
1009,Chilcoot,96105,39.87296,-120.198875
1010,Hume,93628,36.807594,-118.90154
1011,San Leandro,94577,37.717197,-122.15934
1012,San Rafael,94903,38.018066,-122.54602
1013,Los Angeles,90014,34.043144,-118.251976
1014,Dublin,94568,37.713924,-121.92843
1015,Caruthers,93609,36.5276,-119.866
1016,Clovis,93612,36.81454,-119.71187
1017,Grass Valley,95945,39.19454,-120.98807
1018,Costa Mesa,92626,33.678593,-117.90547
1019,San Jose,95138,37.246063,-121.7495
1020,Willow Creek,95573,40.949013,-123.655846
1021,Rio Nido,95471,38.522327,-122.97932
1022,Brea,92823,33.924145,-117.79387
1023,Modesto,95356,37.716187,-121.02583
1024,Fountain Valley,92708,33.712036,-117.95011
1025,Santa Rosa,95409,38.46889,-122.580536
1026,Piru,93040,34.432842,-118.7301
1027,Covelo,95428,39.83307,-123.178764
1028,Pleasanton,94566,37.63336,-121.8624
1029,Blairsden Graeagle,96103,39.78375,-120.66103
1030,Homewood,96141,39.11702,-120.21253
1031,Van Nuys,91411,34.17847,-118.45947
1032,Salton City,92275,33.28156,-115.95554
1033,Amboy,92304,34.559883,-115.63716
1034,Castella,96017,41.12111,-122.33662
1035,Salinas,93905,36.667793,-121.6013
1036,Live Oak,95953,39.258747,-121.77697
1037,Tahoe City,96145,39.178337,-120.1628
1038,Campo,91906,32.673485,-116.47286
1039,Birds Landing,94512,38.14072,-121.838295
1040,San Francisco,94115,37.78603,-122.4373
1041,San Carlos,94070,37.497913,-122.267365
1042,Granada Hills,91344,34.29127,-118.505104
1043,Ventura,93004,34.278698,-119.1678
1044,Roseville,95661,38.736687,-121.25198
1045,Inglewood,90304,33.93683,-118.359825
1046,Earp,92242,34.13774,-114.36514
1047,Sun City,92587,33.69887,-117.25071
1048,Camptonville,95922,39.43213,-121.09929
1049,Clipper Mills,95930,39.56224,-121.14836
1050,Temple City,91780,34.10161,-118.05585
1051,Patterson,95363,37.410236,-121.320335
1052,Chula Vista,91910,32.63679,-117.05499
1053,San Francisco,94118,37.781303,-122.461525
1054,Hat Creek,96040,40.7898,-121.474525
1055,Oceanside,92056,33.19474,-117.29032
1056,Fresno,93726,36.793602,-119.76113
1057,Baker,92309,35.28952,-116.09222
1058,Three Rivers,93271,36.413433,-118.854706
1059,Porterville,93257,36.008957,-118.891594
1060,Oakland,94609,37.83434,-122.26437
1061,Littlerock,93543,34.505272,-117.955055
1062,Irvine,92602,33.72036,-117.73366
1063,Gualala,95445,38.848083,-123.50608
1064,Garden Grove,92845,33.782955,-118.02646
1065,Fresno,93721,36.732693,-119.78378
1066,Eagleville,96110,41.280342,-120.15038
1067,Buttonwillow,93206,35.4514,-119.48841
1068,Arbuckle,95912,38.982372,-122.04775
1069,Lookout,96054,41.28048,-121.16025
1070,Running Springs,92382,34.18621,-117.07683
1071,Sutter,95982,39.172775,-121.80585
1072,Bonita,91902,32.67117,-117.00232
1073,Sylmar,91342,34.32162,-118.39984
1074,Long Beach,90806,33.802666,-118.17997
1075,Woodland,95695,38.71967,-121.86242
1076,Weimar,95736,39.00978,-120.97827
1077,Yucaipa,92399,34.04597,-117.011826
1078,Big Bear City,92314,34.27897,-116.77383
1079,Brea,92821,33.9302,-117.8629
1080,San Rafael,94901,37.972664,-122.491455
1081,Dinuba,93618,36.52362,-119.38687
1082,Lucerne,95458,39.141933,-122.770676
1083,Santa Ana,92705,33.766003,-117.786766
1084,Anaheim,92804,33.818,-117.9744
1085,Oceanside,92057,33.254498,-117.28588
1086,Salinas,93906,36.722897,-121.63365
1087,Redondo Beach,90278,33.873394,-118.37019
1088,San Francisco,94109,37.794487,-122.42227
1089,Santa Fe Springs,90670,33.933563,-118.062614
1090,Sebastopol,95472,38.398815,-122.86192
1091,California City,93505,35.15149,-117.9276
1092,Santa Clarita,91350,34.502434,-118.41459
1093,Mammoth Lakes,93546,37.550076,-118.837166
1094,Inglewood,90303,33.93629,-118.33264
